Status,location,image,address,area,emailid,phonenum,description,detail
To Let,"Peterborough 87 is well located immediately north of junction 17 of the A1(M) which provides access to both the north and south as well as the A14 to the south west via the A605. The site is within close proximity to Peterborough City Centre, only 6.5 miles away and 32 miles from Cambridge. Luton Airport is located 55 minutes drive time from the site.",/globalassets/agency-pilot/pe2/peterborough-87-southgate-way-orton-southgate-peterborough-pe2-6yg_3826/photo-3.jpg?w=700,"Peterborough 87, Southgate Way, Orton Southgate, Peterborough, PE2 6YG","87,591 sq ft",walter.scott@bidwells.co.uk,01223 559301,Substantial detached warehouse property in close proximity to the A1(M). ,"
					This high quality warehouse is prominently positioned fronting Southgate Way, Peterborough's thriving logistics hub. This popular location is home to high profile occupiers including Amazon, Virgin Media, Lidl and Urban Outfitters. The unit is sat adjacent to the A1(M), connecting to the UK's motorway network."
To Let,"Oxford Business Park is situated just 2 miles south east of Oxford City Centre and enjoys frontage onto the Oxford Ring Road (A4142), providing direct access onto the M40 and the national motorway network.",/globalassets/agency-pilot/ox4/building-2700-john-smith-drive-oxford-oxfordshire-ox4_6170/photo-5.jpg?w=700,"Building 2700, John Smith Drive, Oxford, Oxfordshire, OX4","27,500 - 87,341 sq ft",robert.beatson@bidwells.co.uk,01865 592627,"Building 2700 is one of the most prominent buildings on the Oxford Business Park, providing a self-contained HQ Building. It is currently fitted as offices but could be re-purposed for R&D/Laboratory use.","
					Building 2700 is a striking, self-contained 87,341 sq ft headquarters building constructed in 2005. Internally the building provides Grade A office accommodation arranged over ground and two upper floors in two separate wings orientated around an impressive full height atrium. There is an expansive dual height reception and the tenant has incorporated both open plan and modular office space effectively throughout the building."
To Let,,/globalassets/agency-pilot/ip32/sp-77-suffolk-park-bury-st-edmunds-suffolk-ip32-7fq_6082/photo-4.jpg?w=700,"SP 77, Suffolk Park, Bury St Edmunds, Suffolk, IP32 7FQ","77,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,Suffolk Park has the only Enterprise Zone in Bury St Edmunds providing aspiring businesses with an unrivalled opportunity for growth.,"
					

						"
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-2-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6347/photo-3.jpg?w=700,"Tech Edge 2, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,george.brown@bidwells.co.uk,,"Tech Edge 2 provides self contained units offering flexible, design-led, R&D / light industrial/lab/offices accommodation with unit sizes from 3,500 sq ft.","
					Tech Edge 2 can be split into six separate units or a single large space."
To Let,"Symmetry Park, Biggleswade is situated on the established Stratton Business Park, in the east of Central Bedfordshire, accessed via the A1 and only 31 minutes from J23 of the M25.",/globalassets/agency-pilot/sg18/unit-03-symmetry-park-stratton-business-park-biggleswade-sg18-8yy_6318/photo-7.jpg?w=700,"Unit 03 Symmetry Park, Stratton Business Park, Biggleswade, SG18 8YY","75,000 sq ft",walter.scott@bidwells.co.uk,01223 559301,READY TO OCCUPY Q3 2022,"
					Tritax Symmetry adopt a holistic approach to creating energy efficient buildings, sensitive to the climate and environment. Units have been tailored to meet highly sustainable standards as demonstrated in the specification."
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-1-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6345/photo-2.jpg?w=700,"Tech Edge 1, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Tech Edge 1 provides flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements. Tech Edge 1 can be split to provide two separate units or a single unit.","
					Tech Edge is a series of flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements."
To Let,"St James Place is central Norwich's premier and most sought office development scheme.  Being situated ",/globalassets/agency-pilot/nr3/f1--f-gilders-way-norwich-norfolk-nr3-1ub_5649/photo.jpg?w=700,"F1 & F Gilders Way, Norwich, Norfolk, NR3 1UB","30,774 - 70,782 sq ft",william.jones@bidwells.co.uk,01603 229321,Commercial Property To Let,"
					The buildings will be built to a Grade A specification, which would include:"
To Let,"North Walsham Business Park is located off Cromer Road, which is the A149 running between North Walsham and Cromer.  The property is approximately 1 mile from the town centre, adjacent to a Focus DIY store and Walls Engineering. ",/globalassets/agency-pilot/nr28/north-walsham-business-park-cromer-road-north-walsham-nr28-_539/main-photo.jpg?w=700,"North Walsham Business Park Cromer Road, North Walsham, NR28 ","15,726 - 69,395 sq ft",william.jones@bidwells.co.uk,01603 229321,Industrial Units and Warehousing To Let,"
					The property is under refurbishment, and will provide three warehousing units, which will be available as a whole or individually."
To Let,"Oxford Technology Park is strategically placed for excellent access to both Oxford and the surrounding transport infrastructure. The site is adjacent to London (Oxford) Airport and a short distance from the new Oxford Parkway Station and Oxford City Centre which can be reached via a regular bus service from Langford Lane as well as excellent cycle routes (30 mins journey time).",/globalassets/agency-pilot/ox5/the-innovation-quarter-oxford-technology-park-technology-drive-kidlington-oxfordshire-ox5_6219/photo-2.jpg?w=700,"The Innovation Quarter, Oxford Technology Park, Technology Drive, Kidlington, Oxfordshire, OX5",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Exciting new Innovation campus at the heart of the Oxfordshire's A34 Knowledge Spine offering highly flexible space to suit the varied needs of technology and science-based occupiers starting from 5,160 sq ft.","
					Oxford Technology Park is a major new science and technology park providing the next generation of office, Research & Development, laboratory and production space at the heart of Oxfordshire's Knowledge Economy spine. "
To Let,"Brooklands is easily accessible by road, rail and air - just five minutes on foot or by bike from Cambridge rail station, with trains to London Kings Cross and Liverpool Street in just over an hour.",/globalassets/agency-pilot/cb2/brooklands-clarendon-road-cambridge-cambridgeshire-cb2-8fh_6217/photo-3.jpg?w=700,"Brooklands, Clarendon Road, Cambridge, Cambridgeshire, CB2 8FH","1,690 - 65,080 sq ft",max.bryan@bidwells.co.uk,01223 559485,"A contemporary new 67,000 sq ft business campus in the heart of Cambridge.","
					 - Due for completion Q2 2023"
To Let,"One Cambridge Square will be at the heart of Cambridge North - a new, vibrant, mixed-use urban environment for Cambridge.",/globalassets/agency-pilot/cb4/one-cambridge-square-cambridge-north-cambridge--cb4-1un-_5980/photo.jpg?w=700,"One Cambridge Square, Cambridge North, Cambridge , CB4 1UN ","3,013 - 93,701 sq ft",max.bryan@bidwells.co.uk,01223 559485,"One Cambridge Square is at the heart of a new, vibrant, mixed-use urban environment in Cambridge.","
					- BREEAM EXCELLENT"
To Let,THE GROWTH CORRIDOR,/globalassets/agency-pilot/sg8/-royston-gateway-royston-sg8-5hn_4408/photo2.jpg?w=700," Royston Gateway, Royston, SG8 5HN","2,865 - 90,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,"Flexible mixed use development offering units up to 90,000 sq ft.","
					Royston Gateway is a major mixed use development between the A505 and the established Royston Business Estate. Access via a new junction onto the A505 or via the existing estate. "
To Let,"Peterborough 87 is well located immediately north of junction 17 of the A1(M) which provides access to both the north and south as well as the A14 to the south west via the A605. The site is within close proximity to Peterborough City Centre, only 6.5 miles away and 32 miles from Cambridge. Luton Airport is located 55 minutes drive time from the site.",/globalassets/agency-pilot/pe2/peterborough-87-southgate-way-orton-southgate-peterborough-pe2-6yg_3826/photo-3.jpg?w=700,"Peterborough 87, Southgate Way, Orton Southgate, Peterborough, PE2 6YG","87,591 sq ft",walter.scott@bidwells.co.uk,01223 559301,Substantial detached warehouse property in close proximity to the A1(M). ,"
					This high quality warehouse is prominently positioned fronting Southgate Way, Peterborough's thriving logistics hub. This popular location is home to high profile occupiers including Amazon, Virgin Media, Lidl and Urban Outfitters. The unit is sat adjacent to the A1(M), connecting to the UK's motorway network."
To Let,"Oxford Business Park is situated just 2 miles south east of Oxford City Centre and enjoys frontage onto the Oxford Ring Road (A4142), providing direct access onto the M40 and the national motorway network.",/globalassets/agency-pilot/ox4/building-2700-john-smith-drive-oxford-oxfordshire-ox4_6170/photo-5.jpg?w=700,"Building 2700, John Smith Drive, Oxford, Oxfordshire, OX4","27,500 - 87,341 sq ft",robert.beatson@bidwells.co.uk,01865 592627,"Building 2700 is one of the most prominent buildings on the Oxford Business Park, providing a self-contained HQ Building. It is currently fitted as offices but could be re-purposed for R&D/Laboratory use.","
					Building 2700 is a striking, self-contained 87,341 sq ft headquarters building constructed in 2005. Internally the building provides Grade A office accommodation arranged over ground and two upper floors in two separate wings orientated around an impressive full height atrium. There is an expansive dual height reception and the tenant has incorporated both open plan and modular office space effectively throughout the building."
To Let,,/globalassets/agency-pilot/ip32/sp-77-suffolk-park-bury-st-edmunds-suffolk-ip32-7fq_6082/photo-4.jpg?w=700,"SP 77, Suffolk Park, Bury St Edmunds, Suffolk, IP32 7FQ","77,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,Suffolk Park has the only Enterprise Zone in Bury St Edmunds providing aspiring businesses with an unrivalled opportunity for growth.,"
					

						"
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-2-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6347/photo-3.jpg?w=700,"Tech Edge 2, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,george.brown@bidwells.co.uk,,"Tech Edge 2 provides self contained units offering flexible, design-led, R&D / light industrial/lab/offices accommodation with unit sizes from 3,500 sq ft.","
					Tech Edge 2 can be split into six separate units or a single large space."
To Let,"Symmetry Park, Biggleswade is situated on the established Stratton Business Park, in the east of Central Bedfordshire, accessed via the A1 and only 31 minutes from J23 of the M25.",/globalassets/agency-pilot/sg18/unit-03-symmetry-park-stratton-business-park-biggleswade-sg18-8yy_6318/photo-7.jpg?w=700,"Unit 03 Symmetry Park, Stratton Business Park, Biggleswade, SG18 8YY","75,000 sq ft",walter.scott@bidwells.co.uk,01223 559301,READY TO OCCUPY Q3 2022,"
					Tritax Symmetry adopt a holistic approach to creating energy efficient buildings, sensitive to the climate and environment. Units have been tailored to meet highly sustainable standards as demonstrated in the specification."
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-1-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6345/photo-2.jpg?w=700,"Tech Edge 1, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Tech Edge 1 provides flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements. Tech Edge 1 can be split to provide two separate units or a single unit.","
					Tech Edge is a series of flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements."
To Let,"St James Place is central Norwich's premier and most sought office development scheme.  Being situated ",/globalassets/agency-pilot/nr3/f1--f-gilders-way-norwich-norfolk-nr3-1ub_5649/photo.jpg?w=700,"F1 & F Gilders Way, Norwich, Norfolk, NR3 1UB","30,774 - 70,782 sq ft",william.jones@bidwells.co.uk,01603 229321,Commercial Property To Let,"
					The buildings will be built to a Grade A specification, which would include:"
To Let,"North Walsham Business Park is located off Cromer Road, which is the A149 running between North Walsham and Cromer.  The property is approximately 1 mile from the town centre, adjacent to a Focus DIY store and Walls Engineering. ",/globalassets/agency-pilot/nr28/north-walsham-business-park-cromer-road-north-walsham-nr28-_539/main-photo.jpg?w=700,"North Walsham Business Park Cromer Road, North Walsham, NR28 ","15,726 - 69,395 sq ft",william.jones@bidwells.co.uk,01603 229321,Industrial Units and Warehousing To Let,"
					The property is under refurbishment, and will provide three warehousing units, which will be available as a whole or individually."
To Let,"Oxford Technology Park is strategically placed for excellent access to both Oxford and the surrounding transport infrastructure. The site is adjacent to London (Oxford) Airport and a short distance from the new Oxford Parkway Station and Oxford City Centre which can be reached via a regular bus service from Langford Lane as well as excellent cycle routes (30 mins journey time).",/globalassets/agency-pilot/ox5/the-innovation-quarter-oxford-technology-park-technology-drive-kidlington-oxfordshire-ox5_6219/photo-2.jpg?w=700,"The Innovation Quarter, Oxford Technology Park, Technology Drive, Kidlington, Oxfordshire, OX5",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Exciting new Innovation campus at the heart of the Oxfordshire's A34 Knowledge Spine offering highly flexible space to suit the varied needs of technology and science-based occupiers starting from 5,160 sq ft.","
					Oxford Technology Park is a major new science and technology park providing the next generation of office, Research & Development, laboratory and production space at the heart of Oxfordshire's Knowledge Economy spine. "
To Let,"Brooklands is easily accessible by road, rail and air - just five minutes on foot or by bike from Cambridge rail station, with trains to London Kings Cross and Liverpool Street in just over an hour.",/globalassets/agency-pilot/cb2/brooklands-clarendon-road-cambridge-cambridgeshire-cb2-8fh_6217/photo-3.jpg?w=700,"Brooklands, Clarendon Road, Cambridge, Cambridgeshire, CB2 8FH","1,690 - 65,080 sq ft",max.bryan@bidwells.co.uk,01223 559485,"A contemporary new 67,000 sq ft business campus in the heart of Cambridge.","
					 - Due for completion Q2 2023"
To Let,"One Cambridge Square will be at the heart of Cambridge North - a new, vibrant, mixed-use urban environment for Cambridge.",/globalassets/agency-pilot/cb4/one-cambridge-square-cambridge-north-cambridge--cb4-1un-_5980/photo.jpg?w=700,"One Cambridge Square, Cambridge North, Cambridge , CB4 1UN ","3,013 - 93,701 sq ft",max.bryan@bidwells.co.uk,01223 559485,"One Cambridge Square is at the heart of a new, vibrant, mixed-use urban environment in Cambridge.","
					- BREEAM EXCELLENT"
To Let,THE GROWTH CORRIDOR,/globalassets/agency-pilot/sg8/-royston-gateway-royston-sg8-5hn_4408/photo2.jpg?w=700," Royston Gateway, Royston, SG8 5HN","2,865 - 90,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,"Flexible mixed use development offering units up to 90,000 sq ft.","
					Royston Gateway is a major mixed use development between the A505 and the established Royston Business Estate. Access via a new junction onto the A505 or via the existing estate. "
To Let,"Peterborough 87 is well located immediately north of junction 17 of the A1(M) which provides access to both the north and south as well as the A14 to the south west via the A605. The site is within close proximity to Peterborough City Centre, only 6.5 miles away and 32 miles from Cambridge. Luton Airport is located 55 minutes drive time from the site.",/globalassets/agency-pilot/pe2/peterborough-87-southgate-way-orton-southgate-peterborough-pe2-6yg_3826/photo-3.jpg?w=700,"Peterborough 87, Southgate Way, Orton Southgate, Peterborough, PE2 6YG","87,591 sq ft",walter.scott@bidwells.co.uk,01223 559301,Substantial detached warehouse property in close proximity to the A1(M). ,"
					This high quality warehouse is prominently positioned fronting Southgate Way, Peterborough's thriving logistics hub. This popular location is home to high profile occupiers including Amazon, Virgin Media, Lidl and Urban Outfitters. The unit is sat adjacent to the A1(M), connecting to the UK's motorway network."
To Let,"Oxford Business Park is situated just 2 miles south east of Oxford City Centre and enjoys frontage onto the Oxford Ring Road (A4142), providing direct access onto the M40 and the national motorway network.",/globalassets/agency-pilot/ox4/building-2700-john-smith-drive-oxford-oxfordshire-ox4_6170/photo-5.jpg?w=700,"Building 2700, John Smith Drive, Oxford, Oxfordshire, OX4","27,500 - 87,341 sq ft",robert.beatson@bidwells.co.uk,01865 592627,"Building 2700 is one of the most prominent buildings on the Oxford Business Park, providing a self-contained HQ Building. It is currently fitted as offices but could be re-purposed for R&D/Laboratory use.","
					Building 2700 is a striking, self-contained 87,341 sq ft headquarters building constructed in 2005. Internally the building provides Grade A office accommodation arranged over ground and two upper floors in two separate wings orientated around an impressive full height atrium. There is an expansive dual height reception and the tenant has incorporated both open plan and modular office space effectively throughout the building."
To Let,,/globalassets/agency-pilot/ip32/sp-77-suffolk-park-bury-st-edmunds-suffolk-ip32-7fq_6082/photo-4.jpg?w=700,"SP 77, Suffolk Park, Bury St Edmunds, Suffolk, IP32 7FQ","77,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,Suffolk Park has the only Enterprise Zone in Bury St Edmunds providing aspiring businesses with an unrivalled opportunity for growth.,"
					

						"
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-2-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6347/photo-3.jpg?w=700,"Tech Edge 2, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,george.brown@bidwells.co.uk,,"Tech Edge 2 provides self contained units offering flexible, design-led, R&D / light industrial/lab/offices accommodation with unit sizes from 3,500 sq ft.","
					Tech Edge 2 can be split into six separate units or a single large space."
To Let,"Symmetry Park, Biggleswade is situated on the established Stratton Business Park, in the east of Central Bedfordshire, accessed via the A1 and only 31 minutes from J23 of the M25.",/globalassets/agency-pilot/sg18/unit-03-symmetry-park-stratton-business-park-biggleswade-sg18-8yy_6318/photo-7.jpg?w=700,"Unit 03 Symmetry Park, Stratton Business Park, Biggleswade, SG18 8YY","75,000 sq ft",walter.scott@bidwells.co.uk,01223 559301,READY TO OCCUPY Q3 2022,"
					Tritax Symmetry adopt a holistic approach to creating energy efficient buildings, sensitive to the climate and environment. Units have been tailored to meet highly sustainable standards as demonstrated in the specification."
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-1-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6345/photo-2.jpg?w=700,"Tech Edge 1, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Tech Edge 1 provides flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements. Tech Edge 1 can be split to provide two separate units or a single unit.","
					Tech Edge is a series of flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements."
To Let,"St James Place is central Norwich's premier and most sought office development scheme.  Being situated ",/globalassets/agency-pilot/nr3/f1--f-gilders-way-norwich-norfolk-nr3-1ub_5649/photo.jpg?w=700,"F1 & F Gilders Way, Norwich, Norfolk, NR3 1UB","30,774 - 70,782 sq ft",william.jones@bidwells.co.uk,01603 229321,Commercial Property To Let,"
					The buildings will be built to a Grade A specification, which would include:"
To Let,"North Walsham Business Park is located off Cromer Road, which is the A149 running between North Walsham and Cromer.  The property is approximately 1 mile from the town centre, adjacent to a Focus DIY store and Walls Engineering. ",/globalassets/agency-pilot/nr28/north-walsham-business-park-cromer-road-north-walsham-nr28-_539/main-photo.jpg?w=700,"North Walsham Business Park Cromer Road, North Walsham, NR28 ","15,726 - 69,395 sq ft",william.jones@bidwells.co.uk,01603 229321,Industrial Units and Warehousing To Let,"
					The property is under refurbishment, and will provide three warehousing units, which will be available as a whole or individually."
To Let,"Oxford Technology Park is strategically placed for excellent access to both Oxford and the surrounding transport infrastructure. The site is adjacent to London (Oxford) Airport and a short distance from the new Oxford Parkway Station and Oxford City Centre which can be reached via a regular bus service from Langford Lane as well as excellent cycle routes (30 mins journey time).",/globalassets/agency-pilot/ox5/the-innovation-quarter-oxford-technology-park-technology-drive-kidlington-oxfordshire-ox5_6219/photo-2.jpg?w=700,"The Innovation Quarter, Oxford Technology Park, Technology Drive, Kidlington, Oxfordshire, OX5",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Exciting new Innovation campus at the heart of the Oxfordshire's A34 Knowledge Spine offering highly flexible space to suit the varied needs of technology and science-based occupiers starting from 5,160 sq ft.","
					Oxford Technology Park is a major new science and technology park providing the next generation of office, Research & Development, laboratory and production space at the heart of Oxfordshire's Knowledge Economy spine. "
To Let,"Brooklands is easily accessible by road, rail and air - just five minutes on foot or by bike from Cambridge rail station, with trains to London Kings Cross and Liverpool Street in just over an hour.",/globalassets/agency-pilot/cb2/brooklands-clarendon-road-cambridge-cambridgeshire-cb2-8fh_6217/photo-3.jpg?w=700,"Brooklands, Clarendon Road, Cambridge, Cambridgeshire, CB2 8FH","1,690 - 65,080 sq ft",max.bryan@bidwells.co.uk,01223 559485,"A contemporary new 67,000 sq ft business campus in the heart of Cambridge.","
					 - Due for completion Q2 2023"
To Let,"One Cambridge Square will be at the heart of Cambridge North - a new, vibrant, mixed-use urban environment for Cambridge.",/globalassets/agency-pilot/cb4/one-cambridge-square-cambridge-north-cambridge--cb4-1un-_5980/photo.jpg?w=700,"One Cambridge Square, Cambridge North, Cambridge , CB4 1UN ","3,013 - 93,701 sq ft",max.bryan@bidwells.co.uk,01223 559485,"One Cambridge Square is at the heart of a new, vibrant, mixed-use urban environment in Cambridge.","
					- BREEAM EXCELLENT"
To Let,THE GROWTH CORRIDOR,/globalassets/agency-pilot/sg8/-royston-gateway-royston-sg8-5hn_4408/photo2.jpg?w=700," Royston Gateway, Royston, SG8 5HN","2,865 - 90,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,"Flexible mixed use development offering units up to 90,000 sq ft.","
					Royston Gateway is a major mixed use development between the A505 and the established Royston Business Estate. Access via a new junction onto the A505 or via the existing estate. "
To Let,"Peterborough 87 is well located immediately north of junction 17 of the A1(M) which provides access to both the north and south as well as the A14 to the south west via the A605. The site is within close proximity to Peterborough City Centre, only 6.5 miles away and 32 miles from Cambridge. Luton Airport is located 55 minutes drive time from the site.",/globalassets/agency-pilot/pe2/peterborough-87-southgate-way-orton-southgate-peterborough-pe2-6yg_3826/photo-3.jpg?w=700,"Peterborough 87, Southgate Way, Orton Southgate, Peterborough, PE2 6YG","87,591 sq ft",walter.scott@bidwells.co.uk,01223 559301,Substantial detached warehouse property in close proximity to the A1(M). ,"
					This high quality warehouse is prominently positioned fronting Southgate Way, Peterborough's thriving logistics hub. This popular location is home to high profile occupiers including Amazon, Virgin Media, Lidl and Urban Outfitters. The unit is sat adjacent to the A1(M), connecting to the UK's motorway network."
To Let,"Oxford Business Park is situated just 2 miles south east of Oxford City Centre and enjoys frontage onto the Oxford Ring Road (A4142), providing direct access onto the M40 and the national motorway network.",/globalassets/agency-pilot/ox4/building-2700-john-smith-drive-oxford-oxfordshire-ox4_6170/photo-5.jpg?w=700,"Building 2700, John Smith Drive, Oxford, Oxfordshire, OX4","27,500 - 87,341 sq ft",robert.beatson@bidwells.co.uk,01865 592627,"Building 2700 is one of the most prominent buildings on the Oxford Business Park, providing a self-contained HQ Building. It is currently fitted as offices but could be re-purposed for R&D/Laboratory use.","
					Building 2700 is a striking, self-contained 87,341 sq ft headquarters building constructed in 2005. Internally the building provides Grade A office accommodation arranged over ground and two upper floors in two separate wings orientated around an impressive full height atrium. There is an expansive dual height reception and the tenant has incorporated both open plan and modular office space effectively throughout the building."
To Let,,/globalassets/agency-pilot/ip32/sp-77-suffolk-park-bury-st-edmunds-suffolk-ip32-7fq_6082/photo-4.jpg?w=700,"SP 77, Suffolk Park, Bury St Edmunds, Suffolk, IP32 7FQ","77,000 sq ft",patrick.stanton@bidwells.co.uk,01223 559262,Suffolk Park has the only Enterprise Zone in Bury St Edmunds providing aspiring businesses with an unrivalled opportunity for growth.,"
					

						"
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-2-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6347/photo-3.jpg?w=700,"Tech Edge 2, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,george.brown@bidwells.co.uk,,"Tech Edge 2 provides self contained units offering flexible, design-led, R&D / light industrial/lab/offices accommodation with unit sizes from 3,500 sq ft.","
					Tech Edge 2 can be split into six separate units or a single large space."
To Let,"Symmetry Park, Biggleswade is situated on the established Stratton Business Park, in the east of Central Bedfordshire, accessed via the A1 and only 31 minutes from J23 of the M25.",/globalassets/agency-pilot/sg18/unit-03-symmetry-park-stratton-business-park-biggleswade-sg18-8yy_6318/photo-7.jpg?w=700,"Unit 03 Symmetry Park, Stratton Business Park, Biggleswade, SG18 8YY","75,000 sq ft",walter.scott@bidwells.co.uk,01223 559301,READY TO OCCUPY Q3 2022,"
					Tritax Symmetry adopt a holistic approach to creating energy efficient buildings, sensitive to the climate and environment. Units have been tailored to meet highly sustainable standards as demonstrated in the specification."
To Let,"The scheme is located on Curie Avenue, and within close proximity to a wealth of National Science Facilities.",/globalassets/agency-pilot/ox11/tech-edge-1-harwell-science-and-innovation-campus-didcot-oxfordshire-ox11-0gd_6345/photo-2.jpg?w=700,"Tech Edge 1, Harwell Science and Innovation Campus, Didcot, Oxfordshire OX11 0GD",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Tech Edge 1 provides flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements. Tech Edge 1 can be split to provide two separate units or a single unit.","
					Tech Edge is a series of flexible, design-led, R&D / light industrial accommodation with additional first floor installation to suit occupier requirements."
To Let,"St James Place is central Norwich's premier and most sought office development scheme.  Being situated ",/globalassets/agency-pilot/nr3/f1--f-gilders-way-norwich-norfolk-nr3-1ub_5649/photo.jpg?w=700,"F1 & F Gilders Way, Norwich, Norfolk, NR3 1UB","30,774 - 70,782 sq ft",william.jones@bidwells.co.uk,01603 229321,Commercial Property To Let,"
					The buildings will be built to a Grade A specification, which would include:"
To Let,"North Walsham Business Park is located off Cromer Road, which is the A149 running between North Walsham and Cromer.  The property is approximately 1 mile from the town centre, adjacent to a Focus DIY store and Walls Engineering. ",/globalassets/agency-pilot/nr28/north-walsham-business-park-cromer-road-north-walsham-nr28-_539/main-photo.jpg?w=700,"North Walsham Business Park Cromer Road, North Walsham, NR28 ","15,726 - 69,395 sq ft",william.jones@bidwells.co.uk,01603 229321,Industrial Units and Warehousing To Let,"
					The property is under refurbishment, and will provide three warehousing units, which will be available as a whole or individually."
To Let,"Oxford Technology Park is strategically placed for excellent access to both Oxford and the surrounding transport infrastructure. The site is adjacent to London (Oxford) Airport and a short distance from the new Oxford Parkway Station and Oxford City Centre which can be reached via a regular bus service from Langford Lane as well as excellent cycle routes (30 mins journey time).",/globalassets/agency-pilot/ox5/the-innovation-quarter-oxford-technology-park-technology-drive-kidlington-oxfordshire-ox5_6219/photo-2.jpg?w=700,"The Innovation Quarter, Oxford Technology Park, Technology Drive, Kidlington, Oxfordshire, OX5",Science and Tech,robert.beatson@bidwells.co.uk,01865 592627,"Exciting new Innovation campus at the heart of the Oxfordshire's A34 Knowledge Spine offering highly flexible space to suit the varied needs of technology and science-based occupiers starting from 5,160 sq ft.","
					Oxford Technology Park is a major new science and technology park providing the next generation of office, Research & Development, laboratory and production space at the heart of Oxfordshire's Knowledge Economy spine. "
To Let,"Brooklands is easily accessible by road, rail and air - just five minutes on foot or by bike from Cambridge rail station, with trains to London Kings Cross and Liverpool Street in just over an hour.",/globalassets/agency-pilot/cb2/brooklands-clarendon-road-cambridge-cambridgeshire-cb2-8fh_6217/photo-3.jpg?w=700,"Brooklands, Clarendon Road, Cambridge, Cambridgeshire, CB2 8FH","1,690 - 65,080 sq ft",max.bryan@bidwells.co.uk,01223 559485,"A contemporary new 67,000 sq ft business campus in the heart of Cambridge.","
					 - Due for completion Q2 2023"
To Let,"One Cambridge Square will be at the heart of Cambridge North - a new, vibrant, mixed-use urban environment for Cambridge.",/globalassets/agency-pilot/cb4/one-cambridge-square-cambridge-north-cambridge--cb4-1un-_5980/photo.jpg?w=700,"One Cambridge Square, Cambridge North, Cambridge , CB4 1UN ","3,013 - 93,701 sq ft",max.bryan@bidwells.co.uk,01223 559485,"One Cambridge Square is at the heart of a new, vibrant, mixed-use urban environment in Cambridge.","
					- BREEAM EXCELLENT"
